engine,frame,time_ps_mda,n_res_4p0A,n_res_5p0A,n_res_6p0A,time_ps,time_ns,C4_O1_A,RS_label,RS_label_raw,signed_triple_O1_C5phenyl_C3chain_about_C4
gromacs_1k_timing,848,4240.0,10,13,15,4240.0,4.24,4.244442939758301,S-like,S_like_by_product_reference,2.115678310394287
gromacs_1k_timing,849,4245.0,10,14,16,4245.0,4.245,4.29889726638794,S-like,S_like_by_product_reference,2.951701402664185
gromacs_1k_timing,850,4250.0,7,13,17,4250.0,4.25,4.208062171936035,S-like,S_like_by_product_reference,3.540468215942383
gromacs_1k_timing,851,4255.0,10,12,16,4255.0,4.255,4.476876258850098,S-like,S_like_by_product_reference,2.625252246856689
gromacs_1k_timing,852,4260.0,9,12,19,4260.0,4.26,4.381461143493652,S-like,S_like_by_product_reference,3.5465903282165527
gromacs_1k_timing,853,4265.0,11,14,15,4265.0,4.265,4.2128520011901855,R-like,R_like_by_product_reference,-2.177542209625244
gromacs_1k_timing,854,4270.0,11,13,16,4270.0,4.27,3.032372236251831,S-like,S_like_by_product_reference,4.768528461456299
gromacs_1k_timing,855,4275.0,11,12,15,4275.0,4.275,2.871690034866333,S-like,S_like_by_product_reference,5.18244743347168
gromacs_1k_timing,856,4280.0,9,12,15,4280.0,4.28,2.833568334579468,S-like,S_like_by_product_reference,4.258694648742676
gromacs_1k_timing,857,4285.0,8,11,15,4285.0,4.285,3.05695915222168,S-like,S_like_by_product_reference,3.403927803039551
gromacs_1k_timing,858,4290.0,9,12,17,4290.0,4.29,3.763419389724731,S-like,S_like_by_product_reference,5.765174388885498
gromacs_1k_timing,859,4295.0,11,12,20,4295.0,4.295,4.603696346282959,S-like,S_like_by_product_reference,1.7293883562088013
gromacs_1k_timing,860,4300.0,11,14,20,4300.0,4.3,4.311203002929688,S-like,S_like_by_product_reference,1.7343186140060425
gromacs_1k_timing,861,4305.0,10,13,17,4305.0,4.305,4.20469856262207,S-like,S_like_by_product_reference,5.017792224884033
gromacs_1k_timing,862,4310.0,11,14,19,4310.0,4.31,4.126558780670166,S-like,S_like_by_product_reference,0.6196117997169495
gromacs_1k_timing,863,4315.0,11,13,18,4315.0,4.315,4.085218906402588,S-like,S_like_by_product_reference,1.3227009773254397
gromacs_1k_timing,864,4320.0,9,13,15,4320.0,4.32,4.442161560058594,S-like,S_like_by_product_reference,1.8410528898239136
gromacs_1k_timing,865,4325.0,10,13,20,4325.0,4.325,4.491033554077148,S-like,S_like_by_product_reference,1.331202507019043
gromacs_1k_timing,866,4330.0,10,13,19,4330.0,4.33,4.306808471679688,S-like,S_like_by_product_reference,0.8165947794914246
gromacs_1k_timing,867,4335.0,10,13,18,4335.0,4.335,4.089902400970459,S-like,S_like_by_product_reference,4.446633338928223
gromacs_1k_timing,868,4340.0,10,12,18,4340.0,4.34,4.456884384155273,S-like,S_like_by_product_reference,1.0391265153884888
gromacs_1k_timing,869,4345.0,9,13,16,4345.0,4.345,4.328487873077393,S-like,S_like_by_product_reference,1.0931332111358645
gromacs_1k_timing,870,4350.0,9,13,14,4350.0,4.35,4.2041497230529785,R-like,R_like_by_product_reference,-0.2248959839344024
gromacs_1k_timing,871,4355.0,10,12,15,4355.0,4.355,4.239597320556641,S-like,S_like_by_product_reference,2.82910704612732
gromacs_1k_timing,872,4360.0,10,13,19,4360.0,4.36,4.335954666137695,S-like,S_like_by_product_reference,3.4427380561828613
gromacs_1k_timing,873,4365.0,10,12,17,4365.0,4.365,4.216952800750732,S-like,S_like_by_product_reference,2.632317543029785
gromacs_1k_timing,874,4370.0,10,12,17,4370.0,4.37,4.2611494064331055,S-like,S_like_by_product_reference,4.0951313972473145
gromacs_1k_timing,875,4375.0,9,11,17,4375.0,4.375,4.313074588775635,S-like,S_like_by_product_reference,2.395129919052124
gromacs_1k_timing,876,4380.0,10,12,15,4380.0,4.38,4.113598346710205,S-like,S_like_by_product_reference,3.6559479236602783
gromacs_1k_timing,877,4385.0,9,13,17,4385.0,4.385,4.272164821624756,S-like,S_like_by_product_reference,1.8643202781677248
gromacs_1k_timing,878,4390.0,10,12,18,4390.0,4.39,4.38236141204834,R-like,R_like_by_product_reference,-1.7911142110824585
gromacs_1k_timing,879,4395.0,9,12,17,4395.0,4.395,4.467672824859619,R-like,R_like_by_product_reference,-2.235559463500977
gromacs_1k_timing,880,4400.0,10,12,16,4400.0,4.4,4.319041728973389,R-like,R_like_by_product_reference,-0.7911412715911865
gromacs_1k_timing,881,4405.0,9,13,17,4405.0,4.405,4.271076679229736,S-like,S_like_by_product_reference,3.0558903217315674
gromacs_1k_timing,882,4410.0,11,13,17,4410.0,4.41,4.421642303466797,S-like,S_like_by_product_reference,2.6358401775360107
gromacs_1k_timing,883,4415.0,10,14,18,4415.0,4.415,4.231854438781738,S-like,S_like_by_product_reference,1.3352186679840088
gromacs_1k_timing,884,4420.0,12,13,16,4420.0,4.42,4.142172336578369,S-like,S_like_by_product_reference,3.288682699203491
gromacs_1k_timing,885,4425.0,11,13,19,4425.0,4.425,4.26908540725708,S-like,S_like_by_product_reference,3.723963975906372
gromacs_1k_timing,886,4430.0,10,13,17,4430.0,4.43,4.462836265563965,S-like,S_like_by_product_reference,2.2243010997772217
gromacs_1k_timing,887,4435.0,11,13,15,4435.0,4.435,4.5638346672058105,S-like,S_like_by_product_reference,1.901848554611206
gromacs_1k_timing,888,4440.0,10,14,16,4440.0,4.44,4.069260120391846,S-like,S_like_by_product_reference,1.0035216808319092
gromacs_1k_timing,889,4445.0,11,14,18,4445.0,4.445,4.207683563232422,S-like,S_like_by_product_reference,2.5049917697906494
gromacs_1k_timing,890,4450.0,11,13,18,4450.0,4.45,4.282217979431152,S-like,S_like_by_product_reference,2.8289804458618164
gromacs_1k_timing,891,4455.0,10,13,18,4455.0,4.455,4.360025405883789,S-like,S_like_by_product_reference,1.413822054862976
gromacs_1k_timing,892,4460.0,10,12,20,4460.0,4.46,4.276083946228027,S-like,S_like_by_product_reference,2.123838424682617
gromacs_1k_timing,893,4465.0,10,13,17,4465.0,4.465,4.579195976257324,S-like,S_like_by_product_reference,2.685356616973877
gromacs_1k_timing,894,4470.0,11,13,15,4470.0,4.47,4.26320219039917,S-like,S_like_by_product_reference,2.5049870014190674
gromacs_1k_timing,895,4475.0,10,13,15,4475.0,4.475,4.280525207519531,S-like,S_like_by_product_reference,2.8621976375579834
gromacs_1k_timing,896,4480.0,11,13,19,4480.0,4.48,4.362624168395996,S-like,S_like_by_product_reference,1.610042929649353
gromacs_1k_timing,897,4485.0,12,13,19,4485.0,4.485,4.364527702331543,S-like,S_like_by_product_reference,3.3722143173217773
gromacs_1k_timing,898,4490.0,10,13,17,4490.0,4.49,4.293227672576904,S-like,S_like_by_product_reference,3.420586585998535
gromacs_1k_timing,899,4495.0,11,12,16,4495.0,4.495,4.217880725860596,S-like,S_like_by_product_reference,1.5117347240447998
gromacs_1k_timing,900,4500.0,10,13,16,4500.0,4.5,4.558391094207764,S-like,S_like_by_product_reference,1.958272933959961
gromacs_1k_timing,901,4505.0,11,13,17,4505.0,4.505,4.114495754241943,S-like,S_like_by_product_reference,3.3245737552642822
gromacs_1k_timing,902,4510.0,9,14,18,4510.0,4.51,4.682870864868164,S-like,S_like_by_product_reference,2.262394428253174
gromacs_1k_timing,903,4515.0,11,13,15,4515.0,4.515,4.268317222595215,S-like,S_like_by_product_reference,3.660211563110352
gromacs_1k_timing,904,4520.0,9,13,14,4520.0,4.52,4.323390007019043,S-like,S_like_by_product_reference,2.720015048980713
gromacs_1k_timing,905,4525.0,11,12,15,4525.0,4.525,4.534732818603516,S-like,S_like_by_product_reference,2.125408887863159
gromacs_1k_timing,906,4530.0,9,12,19,4530.0,4.53,4.543676853179932,S-like,S_like_by_product_reference,1.7154747247695925
gromacs_1k_timing,907,4535.0,10,12,19,4535.0,4.535,4.431356906890869,S-like,S_like_by_product_reference,3.61167049407959
gromacs_1k_timing,908,4540.0,9,13,14,4540.0,4.54,4.28726053237915,R-like,R_like_by_product_reference,-1.1049848794937134
gromacs_1k_timing,909,4545.0,11,13,15,4545.0,4.545,4.284552097320557,S-like,S_like_by_product_reference,1.8026453256607056
gromacs_1k_timing,910,4550.0,11,13,17,4550.0,4.55,4.406825542449951,R-like,R_like_by_product_reference,-0.7209858894348145
gromacs_1k_timing,911,4555.0,9,13,16,4555.0,4.555,4.302696228027344,R-like,R_like_by_product_reference,-2.101792097091675
gromacs_1k_timing,912,4560.0,10,11,20,4560.0,4.56,4.460223197937012,R-like,R_like_by_product_reference,-3.416965961456299
gromacs_1k_timing,913,4565.0,9,13,20,4565.0,4.565,4.24990701675415,S-like,S_like_by_product_reference,2.789189577102661
gromacs_1k_timing,914,4570.0,10,11,16,4570.0,4.57,4.310232639312744,R-like,R_like_by_product_reference,-0.3537408411502838
gromacs_1k_timing,915,4575.0,8,13,20,4575.0,4.575,4.729278564453125,S-like,S_like_by_product_reference,2.718308448791504
gromacs_1k_timing,916,4580.0,9,11,17,4580.0,4.58,4.388314723968506,R-like,R_like_by_product_reference,-2.182390689849853
gromacs_1k_timing,917,4585.0,10,12,17,4585.0,4.585,4.226356029510498,R-like,R_like_by_product_reference,-1.7843104600906372
gromacs_1k_timing,918,4590.0,10,13,17,4590.0,4.59,4.686872959136963,S-like,S_like_by_product_reference,3.927179574966431
gromacs_1k_timing,919,4595.0,9,14,16,4595.0,4.595,4.417725086212158,S-like,S_like_by_product_reference,3.1226806640625
gromacs_1k_timing,920,4600.0,10,11,18,4600.0,4.6,4.2448344230651855,S-like,S_like_by_product_reference,0.9852832555770874
gromacs_1k_timing,921,4605.0,10,13,17,4605.0,4.605,4.3212714195251465,S-like,S_like_by_product_reference,4.228297233581543
gromacs_1k_timing,922,4610.0,10,13,17,4610.0,4.61,4.291210174560547,S-like,S_like_by_product_reference,0.248614102602005
gromacs_1k_timing,923,4615.0,9,14,17,4615.0,4.615,4.213907241821289,R-like,R_like_by_product_reference,-0.0944091528654098
gromacs_1k_timing,924,4620.0,11,13,19,4620.0,4.62,4.167600631713867,S-like,S_like_by_product_reference,0.9060905575752258
gromacs_1k_timing,925,4625.0,9,11,19,4625.0,4.625,4.224513530731201,S-like,S_like_by_product_reference,1.9680265188217163
gromacs_1k_timing,926,4630.0,10,13,17,4630.0,4.63,4.429286956787109,R-like,R_like_by_product_reference,-0.5580381155014038
gromacs_1k_timing,927,4635.0,9,13,19,4635.0,4.635,4.74436616897583,S-like,S_like_by_product_reference,3.50994610786438
gromacs_1k_timing,928,4640.0,9,13,19,4640.0,4.64,4.276612758636475,S-like,S_like_by_product_reference,2.7890284061431885
gromacs_1k_timing,929,4645.0,10,13,20,4645.0,4.645,4.547640800476074,S-like,S_like_by_product_reference,2.903625249862671
gromacs_1k_timing,930,4650.0,9,12,15,4650.0,4.65,4.104218006134033,S-like,S_like_by_product_reference,2.7555994987487797
gromacs_1k_timing,931,4655.0,10,13,17,4655.0,4.655,4.543953895568848,S-like,S_like_by_product_reference,2.7845892906188965
gromacs_1k_timing,932,4660.0,9,11,15,4660.0,4.66,4.257298469543457,R-like,R_like_by_product_reference,-0.6176332235336304
gromacs_1k_timing,933,4665.0,10,13,17,4665.0,4.665,4.370196342468262,S-like,S_like_by_product_reference,0.3030902445316314
gromacs_1k_timing,934,4670.0,9,11,16,4670.0,4.67,4.35673189163208,S-like,S_like_by_product_reference,3.0286965370178223
gromacs_1k_timing,935,4675.0,10,12,14,4675.0,4.675,4.367309093475342,S-like,S_like_by_product_reference,0.0141351372003555
gromacs_1k_timing,936,4680.0,9,12,17,4680.0,4.68,4.349761486053467,R-like,R_like_by_product_reference,-0.6430529356002808
gromacs_1k_timing,937,4685.0,10,10,14,4685.0,4.685,4.278554439544678,R-like,R_like_by_product_reference,-0.4442588984966278
gromacs_1k_timing,938,4690.0,9,11,16,4690.0,4.69,4.335169792175293,S-like,S_like_by_product_reference,0.6057681441307068
gromacs_1k_timing,939,4695.0,10,13,14,4695.0,4.695,4.32557487487793,S-like,S_like_by_product_reference,1.6302649974822998
gromacs_1k_timing,940,4700.0,9,13,16,4700.0,4.7,4.470861911773682,S-like,S_like_by_product_reference,2.019771814346313
gromacs_1k_timing,941,4705.0,9,13,15,4705.0,4.705,4.524799823760986,R-like,R_like_by_product_reference,-0.4075314700603485
gromacs_1k_timing,942,4710.0,10,12,15,4710.0,4.71,4.248873233795166,R-like,R_like_by_product_reference,-1.1495128870010376
gromacs_1k_timing,943,4715.0,10,12,15,4715.0,4.715,4.377770900726318,R-like,R_like_by_product_reference,-0.6010144352912903
gromacs_1k_timing,944,4720.0,11,13,17,4720.0,4.72,4.306018829345703,R-like,R_like_by_product_reference,-1.7950451374053955
gromacs_1k_timing,945,4725.0,10,12,16,4725.0,4.725,4.217511177062988,R-like,R_like_by_product_reference,-1.071799874305725
gromacs_1k_timing,946,4730.0,9,13,17,4730.0,4.73,4.408455848693848,R-like,R_like_by_product_reference,-2.2772254943847656
gromacs_1k_timing,947,4735.0,10,13,15,4735.0,4.735,4.544770240783691,R-like,R_like_by_product_reference,-1.3653090000152588
gromacs_1k_timing,948,4740.0,10,13,16,4740.0,4.74,4.175009727478027,S-like,S_like_by_product_reference,4.5594916343688965
gromacs_1k_timing,949,4745.0,10,13,17,4745.0,4.745,4.270361423492432,S-like,S_like_by_product_reference,3.4357898235321045
gromacs_1k_timing,950,4750.0,9,13,18,4750.0,4.75,4.265814781188965,S-like,S_like_by_product_reference,0.573067843914032
gromacs_1k_timing,951,4755.0,9,13,16,4755.0,4.755,4.271313190460205,S-like,S_like_by_product_reference,1.980738878250122
gromacs_1k_timing,952,4760.0,10,12,14,4760.0,4.76,4.349470138549805,S-like,S_like_by_product_reference,1.393399000167847
gromacs_1k_timing,953,4765.0,10,13,16,4765.0,4.765,4.158536911010742,R-like,R_like_by_product_reference,-0.9157705903053284
gromacs_1k_timing,954,4770.0,10,12,17,4770.0,4.77,4.392334938049316,R-like,R_like_by_product_reference,-0.4476213455200195
gromacs_1k_timing,955,4775.0,10,12,16,4775.0,4.775,4.440053939819336,S-like,S_like_by_product_reference,4.106130599975586
gromacs_1k_timing,956,4780.0,10,13,15,4780.0,4.78,4.180454730987549,R-like,R_like_by_product_reference,-3.2093122005462646
gromacs_1k_timing,957,4785.0,11,13,16,4785.0,4.785,4.369866371154785,R-like,R_like_by_product_reference,-1.5128257274627686
gromacs_1k_timing,958,4790.0,10,14,18,4790.0,4.79,4.504411220550537,S-like,S_like_by_product_reference,1.716976284980774
gromacs_1k_timing,959,4795.0,11,15,16,4795.0,4.795,4.316918849945068,S-like,S_like_by_product_reference,2.932112693786621
gromacs_1k_timing,960,4800.0,10,13,18,4800.0,4.8,4.4806809425354,S-like,S_like_by_product_reference,1.6180657148361206
gromacs_1k_timing,961,4805.0,9,14,21,4805.0,4.805,4.394827365875244,S-like,S_like_by_product_reference,3.503929615020752
gromacs_1k_timing,962,4810.0,10,13,18,4810.0,4.81,4.159518718719482,S-like,S_like_by_product_reference,2.9676859378814697
gromacs_1k_timing,963,4815.0,11,13,17,4815.0,4.815,4.40665340423584,S-like,S_like_by_product_reference,3.4445481300354004
gromacs_1k_timing,964,4820.0,11,13,17,4820.0,4.82,4.324121475219727,S-like,S_like_by_product_reference,2.989516496658325
gromacs_1k_timing,965,4825.0,9,13,17,4825.0,4.825,4.3243021965026855,S-like,S_like_by_product_reference,0.2333543449640274
gromacs_1k_timing,966,4830.0,9,13,19,4830.0,4.83,4.237570285797119,S-like,S_like_by_product_reference,1.1747233867645264
gromacs_1k_timing,967,4835.0,10,12,18,4835.0,4.835,4.118797779083252,R-like,R_like_by_product_reference,-1.906895875930786
gromacs_1k_timing,968,4840.0,10,11,17,4840.0,4.84,4.383481502532959,R-like,R_like_by_product_reference,-1.2178384065628052
gromacs_1k_timing,969,4845.0,9,13,16,4845.0,4.845,4.228890895843506,R-like,R_like_by_product_reference,-2.202604293823242
gromacs_1k_timing,970,4850.0,11,13,15,4850.0,4.85,4.265326023101807,R-like,R_like_by_product_reference,-2.273247718811035
gromacs_1k_timing,971,4855.0,10,13,17,4855.0,4.855,4.316202640533447,R-like,R_like_by_product_reference,-0.8822404146194458
gromacs_1k_timing,972,4860.0,12,13,19,4860.0,4.86,4.209635257720947,R-like,R_like_by_product_reference,-1.4583206176757812
gromacs_1k_timing,973,4865.0,9,13,16,4865.0,4.865,4.250889778137207,R-like,R_like_by_product_reference,-1.691877365112305
gromacs_1k_timing,974,4870.0,10,13,16,4870.0,4.87,4.3173370361328125,R-like,R_like_by_product_reference,-2.0055642127990723
gromacs_1k_timing,975,4875.0,10,13,19,4875.0,4.875,4.443638801574707,S-like,S_like_by_product_reference,0.2451395094394683
gromacs_1k_timing,976,4880.0,11,13,17,4880.0,4.88,4.253870487213135,R-like,R_like_by_product_reference,-1.9062042236328125
gromacs_1k_timing,977,4885.0,11,13,18,4885.0,4.885,4.25828742980957,S-like,S_like_by_product_reference,1.4924860000610352
gromacs_1k_timing,978,4890.0,10,13,15,4890.0,4.89,4.345829963684082,R-like,R_like_by_product_reference,-1.6766142845153809
gromacs_1k_timing,979,4895.0,8,13,17,4895.0,4.895,4.321875095367432,S-like,S_like_by_product_reference,4.162904739379883
gromacs_1k_timing,980,4900.0,10,13,20,4900.0,4.9,4.12933349609375,S-like,S_like_by_product_reference,4.841379642486572
gromacs_1k_timing,981,4905.0,9,13,17,4905.0,4.905,4.302673816680908,S-like,S_like_by_product_reference,3.3183422088623047
gromacs_1k_timing,982,4910.0,10,13,17,4910.0,4.91,4.198022365570068,S-like,S_like_by_product_reference,2.097321033477783
gromacs_1k_timing,983,4915.0,10,13,20,4915.0,4.915,4.132711887359619,S-like,S_like_by_product_reference,0.6147297024726868
gromacs_1k_timing,984,4920.0,9,12,16,4920.0,4.92,3.13280987739563,S-like,S_like_by_product_reference,5.459493637084961
gromacs_1k_timing,985,4925.0,10,14,16,4925.0,4.925,4.164732456207275,S-like,S_like_by_product_reference,0.4425143599510193
gromacs_1k_timing,986,4930.0,9,13,15,4930.0,4.93,4.277217388153076,R-like,R_like_by_product_reference,-0.1850668489933014
gromacs_1k_timing,987,4935.0,9,14,19,4935.0,4.935,4.68062162399292,S-like,S_like_by_product_reference,3.078845977783203
gromacs_1k_timing,988,4940.0,10,14,17,4940.0,4.94,4.357337951660156,S-like,S_like_by_product_reference,3.332444906234741
gromacs_1k_timing,989,4945.0,11,16,21,4945.0,4.945,4.405099391937256,S-like,S_like_by_product_reference,1.2122087478637695
gromacs_1k_timing,990,4950.0,10,15,18,4950.0,4.95,4.6002278327941895,S-like,S_like_by_product_reference,2.3971407413482666
gromacs_1k_timing,991,4955.0,10,16,19,4955.0,4.955,4.447493076324463,S-like,S_like_by_product_reference,0.5702810883522034
gromacs_1k_timing,992,4960.0,10,15,18,4960.0,4.96,4.221718311309815,S-like,S_like_by_product_reference,0.2781054377555847
gromacs_1k_timing,993,4965.0,8,11,18,4965.0,4.965,4.439517498016357,S-like,S_like_by_product_reference,2.7115025520324707
gromacs_1k_timing,994,4970.0,10,15,19,4970.0,4.97,4.412098407745361,S-like,S_like_by_product_reference,0.4498414099216461
gromacs_1k_timing,995,4975.0,9,13,17,4975.0,4.975,4.377088069915772,S-like,S_like_by_product_reference,1.5720179080963137
gromacs_1k_timing,996,4980.0,9,14,19,4980.0,4.98,4.22957181930542,S-like,S_like_by_product_reference,1.6918243169784546
gromacs_1k_timing,997,4985.0,9,13,17,4985.0,4.985,4.326578617095947,R-like,R_like_by_product_reference,-0.2779251635074615
gromacs_1k_timing,998,4990.0,10,13,19,4990.0,4.99,4.1982245445251465,S-like,S_like_by_product_reference,0.2250648736953735
gromacs_1k_timing,999,4995.0,9,13,18,4995.0,4.995,4.335908889770508,S-like,S_like_by_product_reference,2.947331190109253
